(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3465, 0.0350]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3079, 0.2126]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5297.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2627, 1.7187]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5298.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2296, -0.5173]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5299.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7820, -0.8969]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5300.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3220, 1.4406]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5301.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2826, -1.2925]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5302.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5135, 0.9318]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5303.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3086, -1.5385]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5304.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.1653, -1.9122]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5305.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2486, -0.1317]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5306.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4799, -1.4467]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5307.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7886, 1.2011]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5308.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2197, -1.4362]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5309.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8975, -1.0488]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5310.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.5715, -1.4584]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5311.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2375, -0.3577]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5312.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6285, -0.9812]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5313.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0020, -0.2343]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5314.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1388, -1.6549]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5315.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5554, 0.5383]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5316.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7720, 0.8810]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5317.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4533, -0.3017]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5318.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5997, 1.1631]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5319.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.4825, 1.9206]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5320.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2276, 1.8650]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5321.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0383, -1.0462]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5322.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.6161, -1.7705]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5323.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2180, -1.4550]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5324.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3196, -1.2394]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5325.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2412, -0.7164]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5326.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.7343, 0.8293]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5327.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9487, -1.4951]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5328.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7429, 1.7280]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5329.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.8837, 1.4158]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5330.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3198, -1.1512]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5331.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5393, 1.7849]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5332.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8892, -1.2606]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5333.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7102, -1.6880]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5334.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2851, -0.7251]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5335.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0310, -0.7083]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5336.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.9369, 1.3601]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5337.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3266, -1.5774]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5338.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4205, 0.1048]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5339.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9559, -0.9280]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5340.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6714, 0.4934]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5341.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.6539, 0.9804]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5342.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.5589, -0.0553]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5343.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.0219, -1.8147]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5344.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6010, -1.5618]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5345.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.0252, 1.9488]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5346.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7615, 0.7340]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5347.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0845, -1.2476]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5348.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.8183, 1.0876]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5349.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.1138, -1.8310]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5350.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6510, -1.8918]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5351.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.6004, 0.2722]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5352.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7328, -1.9774]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5353.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3352, -0.4392]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5354.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5211, 1.7002]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5355.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4778, -0.0384]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5356.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2905, -0.4620]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5357.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1795, -1.5100]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5358.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.1986, -0.8488]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5359.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5816, 1.2206]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5360.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1681, 0.0088]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5361.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9874, -1.1372]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5362.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2681, -1.8468]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5363.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3330, -1.3960]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5364.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7040, -1.6824]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5365.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.9571, 1.1837]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5366.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0784, -0.8162]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5367.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.8997, 0.5560]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5368.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3851, -0.5903]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5369.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3227, -0.3404]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5370.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6414, 0.7574]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5371.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4274, -1.0105]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5372.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9245, -1.3252]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5373.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0731, -1.5543]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5374.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7463, 0.3407]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5375.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9091, -1.6468]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5376.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7104, 0.6175]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5377.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4077, -0.2886]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5378.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.7424, 0.9435]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5379.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.0804, -1.8222]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5380.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6767, -0.4951]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5381.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.1287, -1.0913]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5382.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8773, -1.9563]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5383.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1025, -1.9503]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5384.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.8784, 1.2326]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5385.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9887, -1.2686]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5386.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2830, -1.3422]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5387.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.8838, 1.5198]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5388.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4932, -0.6989]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5389.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3780, -1.0877]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5390.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.5814, -1.7285]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5391.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.1089, -1.6985]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5392.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.6260, -0.1711]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5393.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.7992, 0.7222]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5394.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.8712, 1.0467]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5395.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3243, -0.5452]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5396.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.8887, 1.5863]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5397.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7815, -0.2314]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5398.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2152, -1.8506]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5399.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.7046, 0.2707]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5400.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4818, -0.4171]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5401.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.8195, -0.7376]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5402.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9012, -1.2193]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5403.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4365, -0.9174]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5404.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3512, -1.2735]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5405.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.8560, 0.9665]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5406.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2554, -0.6730]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5407.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.8136, 1.2257]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5408.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.6740, -1.7764]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5409.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5726, 0.0635]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5410.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3558, -0.5033]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5411.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.9943, -0.4549]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5412.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.9238, 0.3289]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5413.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.5897, -1.4710]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5414.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2624, -1.9672]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5415.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2073, -1.5849]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5416.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2961, -0.8045]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5417.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1403, -1.8649]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5418.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2454, -0.3337]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5419.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.7515, 0.0944]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5420.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.5860, -0.6857]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5421.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4950, -0.2779]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5422.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.5745, -0.0145]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5423.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6304, -1.3281]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5424.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0703, -1.8017]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5425.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7170, -1.9066]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5426.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [0.0, -1.3886, 1.9316]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5427.00, Rho = 1.000
(iter 432) [0.0, -1.3886, 1.9316] = 450.5933, sampling [1.0, -1.3198, -0.4435]. Recommendation = [0.0, -0.2387, 0.1795], Current Cost = 6427.00, Rho = 1.000
(iter 432) [0.0, -1.3886, 1.9316] = 450.5933, sampling [0.0, -1.0083, 0.9278]. Recommendation = [0.0, -0.2387, 0.1795], Current Cost = 6428.00, Rho = 1.000
(iter 434) [0.0, -1.0083, 0.9278] = 451.4760, sampling [0.0, 0.3465, 0.0350]. Recommendation = [0.0, -0.2387, 0.1795], Current Cost = 7428.00, Rho = 1.000
(iter 435) [0.0, 0.3465, 0.0350] = 455.1497, sampling [0.0, -0.4438, 0.5351]. Recommendation = [0.0, -0.2387, 0.1795], Current Cost = 8428.00, Rho = 1.000
(iter 435) [0.0, 0.3465, 0.0350] = 455.1497, sampling [0.0, 1.1388, 1.2577]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 9428.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -1.1890, 1.4551]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 10428.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.7691, 0.2253]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 11428.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [1.0, 1.8449, -0.0318]. Recommendation = [0.0, 0.4093, 0.2514], Current Cost = 12428.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 1.4684, 1.9176]. Recommendation = [0.0, 0.4093, 0.2514], Current Cost = 12429.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.0434, 0.1532]. Recommendation = [0.0, 0.4093, 0.2514], Current Cost = 13429.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 0.2279, 0.5048]. Recommendation = [0.0, 0.5283, 0.3270], Current Cost = 14429.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, 1.1611, 0.8053]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 15429.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.1693, -0.2599]. Recommendation = [0.0, 1.1388, 1.2577], Current Cost = 16429.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [1.0, -1.7617, -1.1312]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 17429.00, Rho = 1.000
(iter 437) [0.0, 1.1388, 1.2577] = 456.1282, sampling [0.0, -0.8463, 0.4034]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 17430.00, Rho = 1.000
