(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0152, 0.1272]. Recommendation = [0.0, -0.3975, 0.0982], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.7421, 1.4281]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5297.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.6465, 1.1312]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5298.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0765, -1.8516]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5299.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5323, -1.8622]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5300.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0215, 1.6841]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5301.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.2212, -0.3665]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5302.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.6970, 1.4116]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5303.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2258, -1.8689]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5304.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.7378, -1.2276]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5305.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.4244, -1.6946]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5306.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.7541, 1.7990]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5307.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.8717, -0.7921]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5308.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.5871, 0.3243]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5309.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0974, 1.6530]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5310.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3477, 1.8715]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5311.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.2312, -0.7916]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5312.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.8969, -1.0513]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5313.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.8531, -1.1215]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5314.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [0.0, -1.3809, 1.9309]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5315.00, Rho = 1.000
(iter 320) [0.0, -1.3809, 1.9309] = 450.5740, sampling [0.0, 0.8899, 0.8213]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 6315.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [0.0, 0.6043, 0.2848]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 7315.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [0.0, 1.2804, 1.6884]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 8315.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [1.0, 1.5304, 0.3583]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 9315.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [1.0, 0.5193, -1.4831]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 9316.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [0.0, -1.0798, 1.0865]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 9317.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [0.0, 0.1354, -0.0957]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 10317.00, Rho = 1.000
(iter 321) [0.0, 0.8899, 0.8213] = 456.2017, sampling [0.0, 1.0829, 1.1537]. Recommendation = [0.0, 0.8899, 0.8213], Current Cost = 11317.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.3561, -0.3696]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 12317.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.2948, 0.0931]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 12318.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.6138, 0.3504]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 13318.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.0709, -1.8336]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 14318.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.2159, 1.4835]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 14319.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.7345, -0.4402]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 15319.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.0968, -0.8247]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 15320.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.6225, 0.4359]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 15321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.3290, -0.0007]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 16321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.2562, 1.5236]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 17321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.0152, 0.1272]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 18321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.1164, 1.2948]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 19321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.0012, 0.9202]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 20321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.2927, 1.8217]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 21321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.9071, 0.6629]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 22321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.9827, 0.8855]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 23321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.5013, 0.1187]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 24321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.1518, -0.1265]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 25321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.7876, 1.3321]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 26321.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.4053, -1.9959]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 26322.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.4052, 0.2972]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 26323.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.0743, 1.0261]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 27323.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.4090, 0.4022]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 28323.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.6912, -1.4148]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 29323.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.3975, 0.0982]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 29324.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.8295, 0.8547]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 30324.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.3150, -0.0091]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 31324.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.9198, -0.7114]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 32324.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.9604, -1.0185]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 32325.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.0408, 1.3081]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 32326.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.1153, 0.2714]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 33326.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.2092, -0.1935]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 34326.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.6323, 0.2012]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 35326.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.5647, 0.3902]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 36326.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.4801, 0.6272]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 37326.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.9831, 0.9001]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 37327.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.3462, 0.2763]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 38327.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.3425, 1.5685]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 38328.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.8670, 1.0588]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 39328.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.2594, 1.6736]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 39329.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.5112, 0.4714]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 40329.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.2867, -1.7994]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 41329.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.8322, -1.3087]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 41330.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.1035, -0.1141]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 41331.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.2464, 1.2800]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 42331.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.0373, -0.3090]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 43331.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.5519, 0.0583]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 44331.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.1356, 1.4712]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 44332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.0183, 0.9438]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 45332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.3740, -0.0355]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 46332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.2366, 1.7915]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 47332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.8818, 0.4216]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 48332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.0138, 0.7272]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 49332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.5652, -1.3974]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 50332.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.1269, -0.2613]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 50333.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.6139, 0.1555]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 50334.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.0946, 0.9172]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 51334.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.7909, -1.8128]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 52334.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.5502, 0.0454]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 52335.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.7536, 0.2142]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 53335.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.4430, 1.8399]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 54335.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.5722, -1.8019]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 55335.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.3483, 0.3952]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 55336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.6429, 0.8140]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 56336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.5910, -0.0427]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 57336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.1227, 0.4128]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 58336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.3018, -0.2771]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 59336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.1688, 0.3351]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 60336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.6665, 0.8574]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 61336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.1165, -1.7580]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 62336.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.6535, 1.0779]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 62337.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.0567, -0.3239]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 62338.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.0531, 0.9092]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 63338.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.4128, 1.9058]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 64338.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.7797, 1.0382]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 65338.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.7207, -1.6136]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 66338.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.8734, -1.1495]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 66339.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.0527, 0.3394]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 66340.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.1735, -0.3974]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 67340.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.7758, -1.1341]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 68340.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.2671, 0.4528]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 68341.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.5235, 0.7190]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 69341.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.6623, 0.0794]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 70341.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.7157, 0.5020]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 71341.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.4173, -0.2485]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 71342.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.6624, 0.5747]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 72342.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.3888, -1.7664]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 72343.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.9470, 1.4063]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 72344.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.8247, 1.5545]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 73344.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.1414, 0.2880]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 73345.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.0255, 1.5633]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 74345.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.2359, -0.3299]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 74346.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.0286, 0.5909]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 75346.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.2498, 1.1011]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 76346.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.3654, 0.5926]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 77346.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -0.6677, -1.5935]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 78346.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.2503, 1.1049]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 78347.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.8020, 0.1517]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 79347.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.1453, 1.7167]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 80347.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.8833, -1.9671]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 81347.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.2450, -0.4774]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 81348.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.8096, 1.1720]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 81349.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.0737, 0.3060]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 82349.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.1165, -0.9426]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 83349.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.3046, -0.5655]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 83350.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.4387, -0.3453]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 83351.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.3846, 1.4548]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 84351.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.7461, 0.9635]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 85351.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 0.9646, -1.2859]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 86351.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -1.4832, 1.8806]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 86352.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.0402, 1.6244]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 87352.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.0616, -1.2123]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 88352.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.3418, -0.2410]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 88353.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 0.8129, 1.1800]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 88354.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.8995, 1.3435]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 89354.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, -1.5113, -0.0751]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 89355.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [1.0, 1.6590, -0.2823]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 89356.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, -0.0673, -0.5868]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 89357.00, Rho = 1.000
(iter 328) [0.0, 1.0829, 1.1537] = 456.2572, sampling [0.0, 1.3726, 1.3575]. Recommendation = [0.0, 1.0829, 1.1537], Current Cost = 90357.00, Rho = 1.000
