(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0306, 0.9265]. Recommendation = [0.0, 0.0698, 0.6183], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.7870, -0.9402]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5297.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3256, -1.9977]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5298.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2696, -1.5918]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5299.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5062, 1.8110]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5300.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.0376, -0.9173]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5301.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.1012, 1.3713]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5302.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.6262, -0.8437]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5303.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2342, 1.7025]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5304.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.5584, 0.6430]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5305.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6057, 1.5349]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5306.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.9255, 1.5853]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5307.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3921, 1.5580]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5308.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.8902, -0.9697]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5309.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.3145, -0.0993]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5310.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.6812, -0.8662]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5311.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.6960, 0.6285]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5312.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.9480, 1.0177]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5313.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.5708, 0.9852]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5314.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3013, -1.4776]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5315.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0020, 1.3236]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5316.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.2792, -0.5146]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5317.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6354, -1.4231]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5318.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.4320, 0.4668]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5319.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.1350, 1.7827]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5320.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.6537, 1.4119]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5321.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.6940, -1.6137]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5322.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.4302, 0.2133]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5323.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8899, -1.2285]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5324.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2160, -1.8570]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5325.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.1748, -0.5453]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5326.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.4935, -1.8532]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5327.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5562, -1.9332]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5328.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.7086, 1.0838]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5329.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.0677, -0.7585]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5330.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.4959, 0.3009]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5331.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.9975, -0.5114]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5332.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3611, -1.4133]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5333.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.1893, 1.9035]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5334.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.1117, 1.6425]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5335.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5706, -1.7332]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5336.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.8677, -1.0678]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5337.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [0.0, 1.3969, 1.9451]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5338.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [1.0, -0.7212, -1.5476]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 6338.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [1.0, 1.8483, 0.2599]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 6339.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [1.0, -0.8043, -1.1673]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 6340.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [1.0, -0.7834, -0.9884]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 6341.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [0.0, 1.0297, 1.1247]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 6342.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [0.0, -0.8462, 0.8654]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 7342.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [1.0, 0.9700, -1.2964]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 8342.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [0.0, 0.2737, -0.0845]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 8343.00, Rho = 1.000
(iter 343) [0.0, 1.3969, 1.9451] = 456.1387, sampling [0.0, 0.9080, 0.8238]. Recommendation = [0.0, 1.3969, 1.9451], Current Cost = 9343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.1390, 1.3454]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 10343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.3488, 1.9435]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 11343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.5621, 0.1810]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 12343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.5612, 0.4061]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 13343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.0870, -0.0619]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 14343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1098, 1.3173]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 15343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.8058, 0.6533]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 16343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.0176, 0.0632]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 17343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.3905, 1.7613]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 18343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.3866, 0.3315]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 19343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.3888, 0.0345]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 20343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.0420, 0.9765]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 21343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.2565, 1.5617]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 22343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.2120, 0.0449]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 23343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.4006, -0.0100]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 24343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.8530, 0.5038]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 25343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1254, 1.1513]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 26343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.8583, 0.9184]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 27343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.1733, -0.1571]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 28343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.0337, 0.1484]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 29343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.7936, 0.8115]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 30343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 0.6180, -1.7190]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 31343.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.3611, 1.9768]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 31344.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.1100, -0.3024]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 32344.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.3320, 0.2800]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 33344.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.3767, 1.7718]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 34344.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.5024, 0.4610]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 35344.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 0.7643, 1.7510]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 36344.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.9813, 0.6685]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 36345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.1823, 0.0811]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 37345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.7543, 0.2523]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 38345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.0896, 0.3233]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 39345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.3243, 0.1920]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 40345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.3404, -0.1239]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 41345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1006, 1.0026]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 42345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.4143, -0.1800]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 43345.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.4376, 0.3835]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 43346.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.0558, 0.9426]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 44346.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.1375, 0.2842]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 45346.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.6102, 0.4368]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 46346.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.3048, 1.6192]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 46347.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1489, 1.5126]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 47347.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.6109, 0.6904]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 48347.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.2674, 1.7882]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 49347.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.5419, -0.0224]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 50347.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.0123, -1.0011]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 51347.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.3001, -0.6712]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 51348.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.9741, -1.4411]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 51349.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.0501, 0.8333]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 51350.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.2897, 1.2554]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 52350.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.5780, 0.4144]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 53350.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.4312, 1.8503]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 53351.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.0856, 1.4036]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 54351.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.0090, 1.4603]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 55351.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.8421, 1.4641]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 56351.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.0619, 0.7116]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 56352.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.4570, -0.0550]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 57352.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.9434, 1.2601]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 58352.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.4907, -1.7234]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 59352.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.3064, -0.4738]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 59353.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.5271, 0.7554]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 59354.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.4551, -0.2630]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 60354.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.0404, 0.1371]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 61354.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.0332, -1.1481]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 62354.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.7605, -1.7026]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 62355.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.3717, -0.2011]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 62356.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.2187, -1.0215]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 63356.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.7063, 0.1626]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 63357.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.2399, 0.5050]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 64357.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.7384, 0.9532]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 65357.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 0.2868, -1.4519]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 66357.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.0428, -0.4810]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 66358.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.1853, 0.4896]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 67358.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1788, 1.0928]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 68358.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -0.4239, 1.8935]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 69358.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.6683, 0.8434]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 69359.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.4074, 1.8317]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 70359.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.7864, 0.0652]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 71359.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.0583, 0.4165]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 72359.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.1984, -0.4191]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 73359.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.7965, 1.1106]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 74359.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.8980, 0.8303]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 74360.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.9655, 1.4872]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 74361.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.5387, 0.7121]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 74362.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 1.2863, -0.9245]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 75362.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.7293, 1.0515]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 75363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.4202, 1.5798]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 76363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.5114, 1.8778]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 77363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.5823, -0.1297]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 78363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 1.5588, 1.8656]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 79363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, 0.8387, 1.2648]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 80363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, -1.5294, 0.2413]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 81363.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -1.1572, 1.8021]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 81364.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [0.0, -0.6299, 0.9011]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 82364.00, Rho = 1.000
(iter 352) [0.0, 0.9080, 0.8238] = 456.2915, sampling [1.0, 0.7123, -1.7435]. Recommendation = [0.0, 0.9080, 0.8238], Current Cost = 83364.00, Rho = 1.000
