(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3333, 0.4732]. Recommendation = [0.0, -0.0606, -0.1259], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1025, -0.9306]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5297.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2921, -0.7820]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5298.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1801, 1.2933]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5299.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9500, 1.7157]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5300.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0204, 0.3719]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5301.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.6366, 1.9216]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5302.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2353, 0.5839]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5303.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6011, -0.2488]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5304.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0518, 0.9516]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5305.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4486, 0.9252]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5306.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.5874, 1.7769]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5307.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.5869, 1.8087]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5308.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6555, 1.0228]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5309.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2602, 1.0253]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5310.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6026, -0.6719]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5311.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.4151, 0.5425]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5312.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2612, 1.1651]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5313.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1468, -0.6991]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5314.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6981, -0.0687]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5315.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5647, -0.3749]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5316.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1258, 1.5981]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5317.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1093, -0.7607]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5318.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.1004, 0.1869]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5319.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9307, -0.2786]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5320.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3453, 1.7913]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5321.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4406, 1.0658]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5322.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9494, 0.8477]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5323.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4363, -0.4231]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5324.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5014, -0.6366]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5325.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3302, 0.8079]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5326.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0439, 1.1614]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5327.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8602, 1.7023]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5328.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.4425, 1.8777]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5329.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7140, 1.3360]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5330.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6125, 1.4506]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5331.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7643, 1.4904]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5332.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.4119, 1.4290]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5333.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.5014, 1.3421]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5334.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4234, 1.0697]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5335.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3304, 1.8600]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5336.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9717, 0.2413]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5337.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8687, -0.1675]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5338.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5762, 1.2553]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5339.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7919, 1.9998]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5340.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.1947, 0.6533]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5341.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.0138, 1.3721]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5342.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1631, 1.1127]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5343.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8677, 1.5335]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5344.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2988, -0.8270]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5345.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.4088, 1.7118]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5346.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4981, 0.2159]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5347.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1160, -0.9218]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5348.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2264, -0.6461]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5349.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3043, 0.9111]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5350.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1936, 0.9140]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5351.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7631, -0.0488]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5352.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4891, 1.4866]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5353.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2702, -0.5645]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5354.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0153, 1.5870]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5355.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5032, -0.7868]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5356.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.8528, 1.9358]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5357.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.5416, 1.1895]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5358.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4071, 1.0075]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5359.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5823, -0.3899]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5360.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6733, 1.6992]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5361.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5697, 1.3536]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5362.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2579, -1.1769]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5363.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3121, 0.7820]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5364.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3358, 0.5244]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5365.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1238, 0.9334]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5366.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2173, 1.2822]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5367.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0975, 0.3290]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5368.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8077, -0.5487]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5369.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0419, -0.0130]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5370.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.6060, 1.4100]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5371.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8582, -0.0975]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5372.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2457, -1.0028]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5373.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1502, 1.5929]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5374.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4172, -0.7197]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5375.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8364, -0.4680]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5376.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6813, -0.8748]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5377.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2090, -0.5754]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5378.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5400, 1.6622]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5379.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0842, -0.0943]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5380.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0487, -1.1365]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5381.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3490, 1.6159]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5382.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1403, -0.6730]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5383.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0267, 1.2181]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5384.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1738, 1.3182]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5385.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.4587, 0.8036]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5386.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.4780, 1.6103]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5387.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8739, 1.6211]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5388.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2143, 1.9723]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5389.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8294, -0.2391]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5390.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.0665, -0.8663]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5391.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.9066, 0.3241]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5392.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5052, 1.3040]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5393.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.1603, 0.7643]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5394.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4734, -1.1047]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5395.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.5650, 1.7922]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5396.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.1989, 0.5917]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5397.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5685, -0.7569]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5398.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2078, 1.1515]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5399.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4037, -0.4406]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5400.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3866, 1.0968]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5401.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7356, 1.7599]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5402.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9348, 0.3632]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5403.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1144, 1.1589]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5404.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3361, 1.3707]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5405.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7879, 1.4608]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5406.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1715, -0.8582]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5407.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5651, -0.2592]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5408.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5827, 1.6254]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5409.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0493, 0.2484]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5410.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3686, 1.7547]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5411.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.5509, 1.5456]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5412.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7008, -0.6358]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5413.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.4265, 1.5203]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5414.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1654, -0.6646]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5415.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9645, 1.9704]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5416.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8539, -0.2101]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5417.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2928, 1.4761]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5418.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4234, -1.1264]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5419.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2103, -1.5195]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5420.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4784, 1.8308]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5421.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9439, 1.6644]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5422.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1031, -0.7280]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5423.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2410, 0.8927]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5424.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6132, 1.2689]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5425.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3141, -0.9110]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5426.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.4458, 1.2566]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5427.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6659, 1.4997]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5428.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0575, -0.3767]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5429.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2856, 0.7133]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5430.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4350, 1.0936]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5431.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0963, 1.4191]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5432.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.1353, 0.7386]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5433.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.5378, 0.5978]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5434.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0531, -1.0147]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5435.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.2234, 0.3193]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5436.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.6124, 1.3092]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5437.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3174, 0.6592]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5438.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.9730, 1.9562]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5439.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7531, 1.7297]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5440.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.5598, 1.0868]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5441.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1077, 1.0420]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5442.00, Rho = 1.000
